payer,plan,line_of_business,state,surgery,cpt,status,authority,policy_url,policy_title,effective_date,key_criterion,note
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Minnesota,Arthroscopic rotator cuff repair,29827,NO LCD — general medical necessity,CMS MAC: NGS J6,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,"no active LCD in any jurisdiction — general medical-necessity review. Checked MCD via cms.gov site search and Coverage API (2026-08-18); only Total Shoulder Arthroplasty LCDs (e.g., L39956) exist for shoulder, and they do not cover 29827."
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Minnesota,Total shoulder arthroplasty,23472,NO LCD — general medical necessity,CMS MAC: NGS J6,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD — general medical-necessity review
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Minnesota,ACL reconstruction,29888,NO LCD — general medical necessity,CMS MAC: NGS J6,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD in any jurisdiction — general medical-necessity review. No MAC LCD or billing article for 29888/anterior cruciate ligament reconstruction found in MCD.
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Minnesota,Lumbar fusion,22612,NO LCD — general medical necessity,CMS MAC: NGS J6,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD — general medical-necessity review
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Minnesota,Cervical fusion / ACDF,22551,VERIFIED (CMS LCD/NCD),CMS MAC: NGS J6,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39770,LCD L39770 - Cervical Fusion,08/01/2024 (rev. eff. 04/09/2026),Persistent or recurrent moderate or severe arm pain (4 or more on the visual analog scale or equivalent) present for a minimum of 12 weeks within the current episode of arm pain,Contractor listed as Wellpoint Federal (formerly National Government Services).
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Minnesota,Total ankle arthroplasty,27702,NO LCD — general medical necessity,CMS MAC: NGS J6,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD in any jurisdiction — general medical-necessity review. MAC 'Total Joint Arthroplasty' LCDs explicitly cover hip/knee only: Palmetto L33456 and WPS L39911 state they address only hip and knee replacement and never mention ankle; NGS L36
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Minnesota,Bunionectomy / hallux valgus,28296,NO LCD — general medical necessity,CMS MAC: NGS J6,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD in any jurisdiction — general medical-necessity review. Verified (not assumed): cms.gov site-restricted searches for bunion/bunionectomy/hallux valgus/hammertoe/foot surgery and Coverage API queries surface only Routine Foot Care LCDs (
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Minnesota,Hip arthroscopy,29914-29916,NO LCD — general medical necessity,CMS MAC: NGS J6,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,"no active LCD in any jurisdiction — general medical-necessity review. Searches for 29914/29915/29916, hip arthroscopy, and femoroacetabular impingement return only Total Joint Arthroplasty LCDs (hip/knee replacement), which do not cover arthroscopic "
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Minnesota,Lumbar microdiscectomy / decompression,63030,NO LCD — general medical necessity,CMS MAC: NGS J6,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD — general medical-necessity review
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Minnesota,Musculoskeletal MRI (knee/shoulder/lumbar),73721/73221/72148,VERIFIED (CMS LCD/NCD),CMS MAC: NGS J6,https://www.cms.gov/medicare-coverage-database/view/ncd.aspx?ncdid=177,NCD 220.2 — Magnetic Resonance Imaging,04/10/2018,"MRI is useful in examining the head, central nervous system, and spine.","National NCD governing MRI coverage generally; contains covered/non-covered indications (e.g., contraindications such as certain implanted devices) but no procedure-specific conservative-care criteria for joint/extremity MRI. No MAC has an LCD or bil"
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Mississippi,Total knee arthroplasty (TKA),27447,VERIFIED (CMS LCD/NCD),CMS MAC: Novitas JH,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?LCDId=36007,Lower Extremity Major Joint Replacement (Hip and Knee) (L36007),11/14/2019,"Advanced joint disease demonstrated by radiographic supported evidence or magnetic resonance imaging (MRI), e.g., fracture or deterioration, distortion of joint surfaces, subchondral cysts, subchondra","Single Novitas LCD 'Lower Extremity Major Joint Replacement (Hip and Knee)' covers JH (AR/CO/LA/MS/NM/OK/TX) and JL (DE/DC/MD/NJ/PA); currently in effect, most recent revision eff 11/14/2019 (verified in CMS MCD)."
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Mississippi,Total hip arthroplasty (THA),27130,VERIFIED (CMS LCD/NCD),CMS MAC: Novitas JH,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?LCDId=36007,Lower Extremity Major Joint Replacement (Hip and Knee) (L36007),11/14/2019,"Advanced joint disease demonstrated by radiographic supported evidence or magnetic resonance imaging (MRI), e.g., fracture or deterioration, distortion of joint surfaces, subchondral cysts, subchondra","Single Novitas LCD 'Lower Extremity Major Joint Replacement (Hip and Knee)' covers JH (AR/CO/LA/MS/NM/OK/TX) and JL (DE/DC/MD/NJ/PA); currently in effect, most recent revision eff 11/14/2019 (verified in CMS MCD)."
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Mississippi,Arthroscopic rotator cuff repair,29827,NO LCD — general medical necessity,CMS MAC: Novitas JH,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,"no active LCD in any jurisdiction — general medical-necessity review. Checked MCD via cms.gov site search and Coverage API (2026-08-18); only Total Shoulder Arthroplasty LCDs (e.g., L39956) exist for shoulder, and they do not cover 29827."
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Mississippi,Total shoulder arthroplasty,23472,NO LCD — general medical necessity,CMS MAC: Novitas JH,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD — general medical-necessity review
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Mississippi,ACL reconstruction,29888,NO LCD — general medical necessity,CMS MAC: Novitas JH,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD in any jurisdiction — general medical-necessity review. No MAC LCD or billing article for 29888/anterior cruciate ligament reconstruction found in MCD.
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Mississippi,Lumbar fusion,22612,NO LCD — general medical necessity,CMS MAC: Novitas JH,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD — general medical-necessity review
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Mississippi,Cervical fusion / ACDF,22551,VERIFIED (CMS LCD/NCD),CMS MAC: Novitas JH,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39793,LCD L39793 - Cervical Fusion,08/11/2024,Persistent or recurrent moderate or severe arm pain (4 or more on the visual analog scale [VAS] or equivalent) present for a minimum of 12 weeks within the current episode of arm pain with documented ,Current version served at this no-ver URL (older &ver=40 link superseded).
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Mississippi,Total ankle arthroplasty,27702,NO LCD — general medical necessity,CMS MAC: Novitas JH,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD in any jurisdiction — general medical-necessity review. MAC 'Total Joint Arthroplasty' LCDs explicitly cover hip/knee only: Palmetto L33456 and WPS L39911 state they address only hip and knee replacement and never mention ankle; NGS L36
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Mississippi,Bunionectomy / hallux valgus,28296,NO LCD — general medical necessity,CMS MAC: Novitas JH,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD in any jurisdiction — general medical-necessity review. Verified (not assumed): cms.gov site-restricted searches for bunion/bunionectomy/hallux valgus/hammertoe/foot surgery and Coverage API queries surface only Routine Foot Care LCDs (
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Mississippi,Hip arthroscopy,29914-29916,NO LCD — general medical necessity,CMS MAC: Novitas JH,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,"no active LCD in any jurisdiction — general medical-necessity review. Searches for 29914/29915/29916, hip arthroscopy, and femoroacetabular impingement return only Total Joint Arthroplasty LCDs (hip/knee replacement), which do not cover arthroscopic "
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Mississippi,Lumbar microdiscectomy / decompression,63030,NO LCD — general medical necessity,CMS MAC: Novitas JH,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD — general medical-necessity review
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Mississippi,Musculoskeletal MRI (knee/shoulder/lumbar),73721/73221/72148,VERIFIED (CMS LCD/NCD),CMS MAC: Novitas JH,https://www.cms.gov/medicare-coverage-database/view/ncd.aspx?ncdid=177,NCD 220.2 — Magnetic Resonance Imaging,04/10/2018,"MRI is useful in examining the head, central nervous system, and spine.","National NCD governing MRI coverage generally; contains covered/non-covered indications (e.g., contraindications such as certain implanted devices) but no procedure-specific conservative-care criteria for joint/extremity MRI. No MAC has an LCD or bil"
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Missouri,Total knee arthroplasty (TKA),27447,VERIFIED (CMS LCD/NCD),CMS MAC: WPS J5,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39911&ver=7,Total Joint Arthroplasty (L39911),02/28/2025,"Advanced joint disease demonstrated by all of the following: Radiographic supported evidence or when conventional radiography is not adequate, magnetic resonance imaging (MRI) and/or computed tomograp","WPS LCD 'Total Joint Arthroplasty' L39911, currently in effect, eff 02/28/2025; contractor table lists J5 (IA/KS/MO/NE) and J8 (IN contracts 08101/08102, MI contracts 08201/08202); separate TKA and THA sections (verified in CMS MCD)."
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Missouri,Total hip arthroplasty (THA),27130,VERIFIED (CMS LCD/NCD),CMS MAC: WPS J5,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39911&ver=7,Total Joint Arthroplasty (L39911),02/28/2025,"Advanced joint disease demonstrated by all of the following: Radiographic supported evidence or when conventional radiography is not adequate, magnetic resonance imaging (MRI) and/or computed tomograp","WPS LCD 'Total Joint Arthroplasty' L39911, currently in effect, eff 02/28/2025; contractor table lists J5 (IA/KS/MO/NE) and J8 (IN contracts 08101/08102, MI contracts 08201/08202); separate TKA and THA sections (verified in CMS MCD)."
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Missouri,Arthroscopic rotator cuff repair,29827,NO LCD — general medical necessity,CMS MAC: WPS J5,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,"no active LCD in any jurisdiction — general medical-necessity review. Checked MCD via cms.gov site search and Coverage API (2026-08-18); only Total Shoulder Arthroplasty LCDs (e.g., L39956) exist for shoulder, and they do not cover 29827."
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Missouri,Total shoulder arthroplasty,23472,NO LCD — general medical necessity,CMS MAC: WPS J5,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD — general medical-necessity review. WPS L39911 Total Joint Arthroplasty covers hip/knee only; shoulder explicitly not addressed.
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Missouri,ACL reconstruction,29888,NO LCD — general medical necessity,CMS MAC: WPS J5,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD in any jurisdiction — general medical-necessity review. No MAC LCD or billing article for 29888/anterior cruciate ligament reconstruction found in MCD.
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Missouri,Lumbar fusion,22612,NO LCD — general medical necessity,CMS MAC: WPS J5,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD — general medical-necessity review
UnitedHealthcare,AARP / UnitedHealthcare Medicare Advantage,Medicare Advantage,Missouri,Cervical fusion / ACDF,22551,VERIFIED (CMS LCD/NCD),CMS MAC: WPS J5,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39788,LCD L39788 - Cervical Fusion,07/14/2024 (rev. eff. 12/26/2024),"Persistent or recurrent moderate or severe arm pain (i.e., radicular pain) 4 or more on the visual analog scale or equivalent present for a minimum of 12 weeks within the current episode of pain with ",
